Year of Death,Locality,Locality Name,Drug Class,Death Count,Death Rate
2015,51021,Bland,N SS Opioids,*,*
2016,51087,Henrico,Heroin,26,7.96
2016,51720,Norton,N SS Opioids,*,*
2016,51017,Bath,N SS Opioids,0,0
2016,51035,Carroll,S Opioids No Methadone,0,0
2016,51037,Charlotte,Any Opioids,*,*
2017,51069,Frederick,Rx N SS Methadone,8,9.25
2018,51105,Lee,S Opioids No Methadone,*,*
2018,51830,Williamsburg,Rx N SS Methadone,0,0
2015,51710,Norfolk,Methadone,0,0
2015,51043,Clarke,N SS S Opioids,0,0
2017,51197,Wythe,N SS Opioids,*,*
2018,51540,Charlottesville,All Drugs,6,12.47
2015,51610,Falls Church,N SS Opioids,0,0
2017,51173,Smyth,Any Opioids,*,*
2016,51800,Suffolk,Methadone,0,0
2018,51029,Buckingham,Rx N SS Methadone,0,0
2015,51167,Russell,S Opioids No Methadone,*,*
2018,51683,Manassas City,N SS Opioids,*,*
2018,51185,Tazewell,All Drugs,8,19.57
2018,51085,Hanover,All Drugs,18,16.78
2015,51540,Charlottesville,Heroin,*,*
2017,51047,Culpeper,Methadone,*,*
2015,51036,Charles City,All Drugs,*,*
2015,51157,Rappahannock,Any Opioids,*,*
2017,51683,Manassas City,Rx N SS Methadone,*,*
2018,51550,Chesapeake,Methadone,0,0
2018,51141,Patrick,S Opioids No Methadone,0,0
2017,51029,Buckingham,N SS Opioids,0,0
2015,51510,Alexandria,N SS Opioids,*,*
2016,51680,Lynchburg,Any Opioids,6,7.48
2017,51053,Dinwiddie,S Opioids No Methadone,*,*
2016,51111,Lunenburg,Rx N SS Methadone,0,0
2018,51740,Portsmouth,Heroin,14,14.79
2015,51059,Fairfax,N SS S Opioids,37,3.24
2015,51097,King and Queen,Rx N SS Methadone,0,0
2018,51025,Brunswick,Methadone,0,0
2015,51049,Cumberland,Rx N SS Methadone,0,0
2017,51037,Charlotte,All Drugs,*,*
2017,51830,Williamsburg,N SS Opioids,*,*
2018,51820,Waynesboro,N SS S Opioids,*,*
2016,51730,Petersburg,Heroin,*,*
2017,51790,Staunton,Methadone,0,0
2017,51101,King William,Heroin,*,*
2018,51069,Frederick,N SS Opioids,*,*
2017,51036,Charles City,N SS S Opioids,0,0
2018,51007,Amelia,Rx N SS Methadone,*,*
2018,51015,Augusta,N SS Opioids,*,*
2017,51077,Grayson,S Opioids No Methadone,0,0
2016,51065,Fluvanna,S Opioids No Methadone,*,*
2016,51036,Charles City,S Opioids No Methadone,*,*
2015,51011,Appomattox,Any Opioids,*,*
2016,51540,Charlottesville,All Drugs,*,*
2017,51570,Colonial Heights,Rx N SS Methadone,*,*
2017,51735,Poquoson,N SS S Opioids,0,0
2017,51075,Goochland,N SS Opioids,0,0
2015,51159,Richmond County,N SS S Opioids,*,*
2016,51079,Greene,N SS Opioids,0,0
2015,51041,Chesterfield,N SS Opioids,6,1.79
2016,51117,Mecklenburg,Methadone,*,*
2016,51193,Westmoreland,Methadone,*,*
2015,51163,Rockbridge,Methadone,0,0
2017,51103,Lancaster,Rx N SS Methadone,0,0
2017,51735,Poquoson,Heroin,0,0
2016,51107,Loudoun,Methadone,*,*
2016,51750,Radford,Any Opioids,*,*
2017,51153,Prince William,Rx N SS Methadone,17,3.67
2015,51013,Arlington,Methadone,*,*
2015,51143,Pittsylvania,Rx N SS Methadone,*,*
2016,51685,Manassas Park,Rx N SS Methadone,0,0
2015,51730,Petersburg,All Drugs,7,21.55
2017,51750,Radford,N SS S Opioids,0,0
2018,51670,Hopewell,All Drugs,12,53.11
2018,51173,Smyth,Heroin,0,0
2016,51033,Caroline,S Opioids No Methadone,*,*
2018,51091,Highland,Methadone,0,0
2016,51127,New Kent,N SS Opioids,0,0
2017,51131,Northampton,Heroin,0,0
2018,51149,Prince George,Rx N SS Methadone,0,0
2015,51031,Campbell,N SS Opioids,*,*
2016,51125,Nelson,All Drugs,5,33.63
2016,51137,Orange,N SS S Opioids,12,33.77
2015,51193,Westmoreland,Heroin,*,*
2015,51530,Buena Vista City,All Drugs,0,0
2015,51117,Mecklenburg,Heroin,*,*
2018,51660,Harrisonburg,Heroin,*,*
2018,51660,Harrisonburg,Methadone,0,0
2017,51157,Rappahannock,All Drugs,0,0
2015,51079,Greene,N SS Opioids,0,0
2017,51131,Northampton,Methadone,0,0
2017,51036,Charles City,Any Opioids,*,*
2016,51041,Chesterfield,N SS Opioids,12,3.54
2018,51133,Northumberland,S Opioids No Methadone,0,0
2015,51193,Westmoreland,Methadone,0,0
2017,51161,Roanoke County,Rx N SS Methadone,6,6.40
2018,51820,Waynesboro,Any Opioids,*,*
2017,51115,Mathews,N SS S Opioids,0,0
2015,51117,Mecklenburg,Methadone,0,0
2018,51089,Henry,Heroin,5,9.81
2018,51195,Wise,S Opioids No Methadone,5,13.15
2018,51081,Greensville,Methadone,0,0
2018,51029,Buckingham,Heroin,0,0
2015,51540,Charlottesville,Rx N SS Methadone,*,*
2018,51191,Washington,N SS S Opioids,*,*
2018,51580,Covington,All Drugs,0,0
2017,51067,Franklin County,N SS Opioids,*,*
2018,51063,Floyd,Heroin,*,*
2018,51169,Scott,Heroin,0,0
2018,51139,Page,All Drugs,*,*
2018,51115,Mathews,Methadone,0,0
2015,51077,Grayson,Rx N SS Methadone,0,0
2015,51043,Clarke,N SS Opioids,0,0
2016,51037,Charlotte,Methadone,0,0
2018,51119,Middlesex,Any Opioids,0,0
2016,51595,Emporia,Methadone,0,0
2017,51570,Colonial Heights,S Opioids No Methadone,5,28.04
2017,51069,Frederick,Heroin,5,5.78
2018,51830,Williamsburg,Heroin,0,0
2018,51101,King William,N SS Opioids,*,*
2018,51059,Fairfax,All Drugs,82,7.13
2018,51775,Salem,Rx N SS Methadone,*,*
2017,51061,Fauquier,Rx N SS Methadone,7,10.08
2016,51570,Colonial Heights,N SS S Opioids,5,28.13
2017,51187,Warren,All Drugs,15,37.90
2016,51075,Goochland,S Opioids No Methadone,*,*
2018,51640,Galax,N SS S Opioids,0,0
2017,51091,Highland,Rx N SS Methadone,0,0
2018,51143,Pittsylvania,All Drugs,10,16.41
2018,51171,Shenandoah,Any Opioids,5,11.50
2017,51075,Goochland,N SS S Opioids,*,*
2017,51089,Henry,Any Opioids,9,17.57
2018,51730,Petersburg,Rx N SS Methadone,0,0
2015,51159,Richmond County,N SS Opioids,0,0
2015,51119,Middlesex,Heroin,*,*
2015,51620,Franklin City,All Drugs,*,*
2015,51830,Williamsburg,Any Opioids,0,0
2017,51027,Buchanan,All Drugs,6,27.89
2018,51740,Portsmouth,N SS S Opioids,24,25.36
2015,51041,Chesterfield,S Opioids No Methadone,*,*
2016,51053,Dinwiddie,Heroin,0,0
2017,51035,Carroll,N SS Opioids,*,*
2018,51141,Patrick,N SS Opioids,0,0
2017,51103,Lancaster,Heroin,0,0
2018,51840,Winchester,Any Opioids,*,*
2018,51147,Prince Edward,S Opioids No Methadone,*,*
2016,51199,York,All Drugs,5,7.36
2017,51031,Campbell,All Drugs,7,12.72
2017,51640,Galax,Rx N SS Methadone,0,0
2015,51735,Poquoson,Any Opioids,0,0
2015,51111,Lunenburg,S Opioids No Methadone,0,0
2017,51119,Middlesex,Rx N SS Methadone,0,0
2016,51171,Shenandoah,N SS Opioids,*,*
2016,51137,Orange,Methadone,*,*
2015,51630,Fredericksburg,N SS Opioids,*,*
2018,51091,Highland,N SS S Opioids,0,0
2017,51121,Montgomery,Methadone,*,*
2015,51590,Danville,All Drugs,*,*
2016,51069,Frederick,N SS S Opioids,15,17.77
2018,51115,Mathews,Rx N SS Methadone,0,0
2017,51570,Colonial Heights,Heroin,5,28.04
2016,51820,Waynesboro,N SS Opioids,0,0
2017,51069,Frederick,S Opioids No Methadone,11,12.72
2018,51830,Williamsburg,S Opioids No Methadone,0,0
2015,51790,Staunton,S Opioids No Methadone,*,*
2018,51041,Chesterfield,Any Opioids,76,21.80
2015,51077,Grayson,Methadone,0,0
2015,51107,Loudoun,S Opioids No Methadone,*,*
2018,51023,Botetourt,Methadone,*,*
2016,51119,Middlesex,All Drugs,*,*
2015,51053,Dinwiddie,All Drugs,*,*
2016,51620,Franklin City,Heroin,0,0
2017,51640,Galax,Heroin,0,0
2017,51043,Clarke,All Drugs,*,*
2018,51600,Fairfax City,N SS Opioids,0,0
2018,51095,James City,Any Opioids,7,9.16
2015,51137,Orange,Rx N SS Methadone,6,16.96
2017,51735,Poquoson,S Opioids No Methadone,0,0
2016,51680,Lynchburg,Methadone,*,*
2016,51093,Isle of Wight,Rx N SS Methadone,*,*
2017,51081,Greensville,All Drugs,5,42.81
2016,51650,Hampton,N SS Opioids,*,*
2015,51029,Buckingham,Heroin,0,0
2015,51081,Greensville,Methadone,0,0
2015,51195,Wise,S Opioids No Methadone,*,*
2017,51510,Alexandria,Heroin,5,3.12
2018,51540,Charlottesville,Rx N SS Methadone,*,*
2016,51001,Accomack,Methadone,0,0
2015,51089,Henry,Heroin,*,*
2016,51087,Henrico,All Drugs,61,18.68
2015,51063,Floyd,S Opioids No Methadone,0,0
2015,51169,Scott,S Opioids No Methadone,*,*
2018,51143,Pittsylvania,Heroin,*,*
2017,51007,Amelia,Heroin,*,*
2017,51135,Nottoway,Any Opioids,0,0
2015,51155,Pulaski,Rx N SS Methadone,*,*
2018,51840,Winchester,N SS S Opioids,*,*
2018,51810,Virginia Beach,All Drugs,55,12.22
2018,51005,Alleghany,N SS Opioids,0,0
2015,51700,Newport News,Rx N SS Methadone,6,3.29
2016,51107,Loudoun,Rx N SS Methadone,9,2.33
2016,51770,Roanoke City,N SS S Opioids,9,9.02
2016,51033,Caroline,N SS S Opioids,8,26.51
2017,51003,Albemarle,Any Opioids,*,*
2017,51179,Stafford,All Drugs,18,12.27
2017,51770,Roanoke City,S Opioids No Methadone,25,25.04
2017,51750,Radford,S Opioids No Methadone,0,0
2018,51630,Fredericksburg,Rx N SS Methadone,*,*
2015,51199,York,Any Opioids,*,*
2017,51127,New Kent,Any Opioids,8,36.90
2017,51570,Colonial Heights,Methadone,0,0
2018,51640,Galax,Methadone,0,0
2017,51121,Montgomery,Heroin,*,*
2018,51041,Chesterfield,Rx N SS Methadone,10,2.87
2017,51037,Charlotte,N SS S Opioids,*,*
2015,51011,Appomattox,Heroin,0,0
2016,51037,Charlotte,S Opioids No Methadone,*,*
2016,51015,Augusta,Methadone,0,0
2018,51043,Clarke,Any Opioids,*,*
2018,51775,Salem,All Drugs,6,23.40
2015,51147,Prince Edward,Any Opioids,*,*
2017,51061,Fauquier,All Drugs,18,25.91
2017,51685,Manassas Park,Heroin,0,0
2017,51683,Manassas City,N SS S Opioids,6,14.46
2016,51153,Prince William,Heroin,17,3.73
2017,51071,Giles,Methadone,*,*
2016,51167,Russell,Methadone,*,*
2018,51059,Fairfax,Rx N SS Methadone,20,1.74
2015,51840,Winchester,S Opioids No Methadone,*,*
2016,51683,Manassas City,S Opioids No Methadone,*,*
2015,51800,Suffolk,S Opioids No Methadone,*,*
2016,51161,Roanoke County,Methadone,*,*
2015,51678,Lexington,Any Opioids,0,0
2018,51067,Franklin County,S Opioids No Methadone,10,17.80
2015,51177,Spotsylvania,Any Opioids,19,14.56
2016,51175,Southampton,Any Opioids,*,*
2017,51065,Fluvanna,Any Opioids,*,*
2016,51191,Washington,N SS Opioids,*,*
2016,51077,Grayson,Any Opioids,0,0
2017,51790,Staunton,Rx N SS Methadone,0,0
2016,51131,Northampton,Rx N SS Methadone,*,*
2018,51007,Amelia,Methadone,0,0
2015,51167,Russell,Heroin,0,0
2016,51620,Franklin City,Any Opioids,0,0
2018,51047,Culpeper,S Opioids No Methadone,10,19.28
2016,51145,Powhatan,N SS S Opioids,*,*
2015,51187,Warren,Rx N SS Methadone,6,15.35
2016,51183,Sussex,Methadone,0,0
2016,51510,Alexandria,N SS S Opioids,9,5.78
2017,51141,Patrick,Methadone,0,0
2017,51510,Alexandria,S Opioids No Methadone,8,5.00
2016,51173,Smyth,All Drugs,5,16.10
2016,51670,Hopewell,Heroin,*,*
2015,51091,Highland,All Drugs,*,*
2016,51830,Williamsburg,All Drugs,*,*
2015,51029,Buckingham,S Opioids No Methadone,0,0
2017,51081,Greensville,N SS Opioids,*,*
2015,51650,Hampton,Rx N SS Methadone,5,3.66
2018,51019,Bedford,S Opioids No Methadone,*,*
2018,51600,Fairfax City,All Drugs,*,*
2015,51013,Arlington,S Opioids No Methadone,6,2.62
2018,51051,Dickenson,Any Opioids,*,*
2018,51700,Newport News,N SS S Opioids,25,14.00
2018,51550,Chesapeake,Heroin,17,7.01
2017,51530,Buena Vista City,Any Opioids,0,0
2015,51197,Wythe,Heroin,0,0
2015,51071,Giles,Any Opioids,*,*
2016,51800,Suffolk,Rx N SS Methadone,*,*
2017,51049,Cumberland,Methadone,0,0
2017,51077,Grayson,Heroin,0,0
2017,51097,King and Queen,Methadone,0,0
2016,51065,Fluvanna,Heroin,0,0
2015,51023,Botetourt,Heroin,*,*
2017,51035,Carroll,S Opioids No Methadone,*,*
2018,51670,Hopewell,Rx N SS Methadone,*,*
2016,51069,Frederick,Rx N SS Methadone,8,9.48
2017,51037,Charlotte,Any Opioids,*,*
2015,51159,Richmond County,Heroin,*,*
2018,51177,Spotsylvania,Rx N SS Methadone,8,5.96
2015,51121,Montgomery,N SS Opioids,*,*
2016,51043,Clarke,Methadone,0,0
2016,51600,Fairfax City,Heroin,*,*
2016,51550,Chesapeake,All Drugs,48,20.17
2018,51678,Lexington,Rx N SS Methadone,0,0
2016,51710,Norfolk,N SS S Opioids,46,18.77
2018,51015,Augusta,Any Opioids,7,9.27
2016,51139,Page,Any Opioids,*,*
2018,51595,Emporia,Heroin,0,0
2017,51650,Hampton,N SS S Opioids,9,6.68
2017,51760,Richmond City,Heroin,46,20.26
2018,51023,Botetourt,N SS S Opioids,*,*
2017,51041,Chesterfield,All Drugs,72,20.95
2017,51760,Richmond City,Methadone,6,2.64
2017,51620,Franklin City,S Opioids No Methadone,*,*
2016,51510,Alexandria,Any Opioids,9,5.78
2016,51157,Rappahannock,N SS Opioids,*,*
2016,51620,Franklin City,N SS S Opioids,0,0
2015,51167,Russell,N SS Opioids,*,*
2015,51047,Culpeper,Heroin,7,14.16
2015,51117,Mecklenburg,N SS S Opioids,*,*
2016,51710,Norfolk,Any Opioids,57,23.25
2015,51193,Westmoreland,N SS S Opioids,*,*
2018,51660,Harrisonburg,N SS S Opioids,*,*
2018,51015,Augusta,N SS S Opioids,7,9.27
2015,51033,Caroline,All Drugs,*,*
2018,51067,Franklin County,Rx N SS Methadone,*,*
2016,51131,Northampton,S Opioids No Methadone,0,0
2017,51131,Northampton,N SS S Opioids,*,*
2015,51051,Dickenson,Any Opioids,5,33.08
2015,51600,Fairfax City,All Drugs,5,20.82
2016,51027,Buchanan,Methadone,*,*
2018,51197,Wythe,Heroin,0,0
2016,51770,Roanoke City,Rx N SS Methadone,6,6.02
2018,51013,Arlington,S Opioids No Methadone,8,3.37
2018,51650,Hampton,Rx N SS Methadone,*,*
2015,51019,Bedford,S Opioids No Methadone,*,*
2015,51550,Chesapeake,Heroin,17,7.22
2016,51045,Craig,S Opioids No Methadone,*,*
2015,51700,Newport News,N SS S Opioids,11,6.03
2016,51147,Prince Edward,Methadone,0,0
2017,51025,Brunswick,N SS Opioids,*,*
2016,51580,Covington,N SS Opioids,0,0
2017,51125,Nelson,Any Opioids,*,*
2018,51187,Warren,S Opioids No Methadone,6,15.00
2015,51047,Culpeper,Rx N SS Methadone,5,10.11
2018,51183,Sussex,N SS S Opioids,*,*
2018,51145,Powhatan,Methadone,0,0
2018,51175,Southampton,All Drugs,*,*
2016,51770,Roanoke City,Heroin,*,*
2015,51137,Orange,All Drugs,7,19.78
2015,51125,Nelson,N SS S Opioids,0,0
2015,51550,Chesapeake,Rx N SS Methadone,11,4.67
2017,51019,Bedford,Methadone,*,*
2017,51013,Arlington,N SS Opioids,7,2.98
2015,51081,Greensville,S Opioids No Methadone,0,0
2018,51023,Botetourt,Any Opioids,5,15.03
2016,51005,Alleghany,Rx N SS Methadone,0,0
2018,51800,Suffolk,All Drugs,8,8.77
2017,51067,Franklin County,Heroin,*,*
2015,51775,Salem,S Opioids No Methadone,0,0
2016,51085,Hanover,Methadone,*,*
2017,51003,Albemarle,All Drugs,8,7.43
2017,51087,Henrico,S Opioids No Methadone,38,11.59
2016,51149,Prince George,S Opioids No Methadone,*,*
2017,51149,Prince George,N SS S Opioids,6,15.87
2016,51185,Tazewell,Methadone,0,0
2018,51810,Virginia Beach,Any Opioids,47,10.44
2016,51081,Greensville,All Drugs,0,0
2015,51640,Galax,Methadone,0,0
2017,51093,Isle of Wight,Rx N SS Methadone,*,*
2017,51680,Lynchburg,Methadone,*,*
2018,51181,Surry,All Drugs,*,*
2016,51735,Poquoson,S Opioids No Methadone,5,41.61
2015,51595,Emporia,N SS S Opioids,0,0
2016,51127,New Kent,S Opioids No Methadone,0,0
2018,51690,Martinsville,N SS S Opioids,5,38.75
2015,51770,Roanoke City,All Drugs,24,24.02
2016,51600,Fairfax City,Rx N SS Methadone,0,0
2018,51678,Lexington,Heroin,*,*
2018,51093,Isle of Wight,N SS Opioids,*,*
2015,51075,Goochland,Methadone,0,0
2018,51177,Spotsylvania,Heroin,15,11.17
2015,51031,Campbell,S Opioids No Methadone,*,*
2017,51181,Surry,Rx N SS Methadone,*,*
2016,51183,Sussex,N SS S Opioids,*,*
2016,51175,Southampton,All Drugs,*,*
2017,51099,King George,Rx N SS Methadone,*,*
2015,51177,Spotsylvania,All Drugs,22,16.86
2015,51678,Lexington,All Drugs,0,0
2016,51145,Powhatan,Methadone,0,0
2017,51141,Patrick,N SS S Opioids,0,0
2018,51770,Roanoke City,Heroin,19,19.02
2017,51840,Winchester,Methadone,*,*
2018,51720,Norton,N SS S Opioids,0,0
2015,51023,Botetourt,Rx N SS Methadone,*,*
2018,51017,Bath,N SS S Opioids,*,*
2015,51027,Buchanan,N SS Opioids,5,21.95
2015,51035,Carroll,All Drugs,*,*
2017,51720,Norton,N SS S Opioids,0,0
2016,51195,Wise,Any Opioids,11,28.04
2015,51025,Brunswick,Heroin,0,0
2017,51017,Bath,N SS S Opioids,0,0
2017,51199,York,S Opioids No Methadone,5,7.38
2015,51600,Fairfax City,Rx N SS Methadone,*,*
2018,51175,Southampton,Heroin,0,0
2015,51127,New Kent,S Opioids No Methadone,*,*
2016,51075,Goochland,Methadone,0,0
2016,51595,Emporia,N SS S Opioids,0,0
2016,51031,Campbell,S Opioids No Methadone,*,*
2016,51770,Roanoke City,All Drugs,15,15.05
2017,51149,Prince George,Any Opioids,8,21.16
2018,51810,Virginia Beach,N SS S Opioids,38,8.44
2017,51590,Danville,N SS Opioids,*,*
2016,51137,Orange,Heroin,6,16.89
2018,51720,Norton,Any Opioids,*,*
2018,51017,Bath,Any Opioids,*,*
2015,51081,Greensville,Rx N SS Methadone,0,0
2018,51540,Charlottesville,Methadone,0,0
2016,51005,Alleghany,S Opioids No Methadone,*,*
2017,51005,Alleghany,N SS S Opioids,*,*
2018,51071,Giles,Rx N SS Methadone,0,0
2017,51063,Floyd,Any Opioids,*,*
2017,51059,Fairfax,Methadone,7,.61
2016,51550,Chesapeake,Any Opioids,39,16.39
2017,51163,Rockbridge,Heroin,0,0
2015,51135,Nottoway,S Opioids No Methadone,0,0
2016,51051,Dickenson,Heroin,0,0
2016,51155,Pulaski,Methadone,*,*
2017,51169,Scott,Any Opioids,0,0
2015,51007,Amelia,S Opioids No Methadone,0,0
2018,51067,Franklin County,N SS Opioids,*,*
2016,51191,Washington,S Opioids No Methadone,0,0
2017,51169,Scott,Heroin,0,0
2017,51063,Floyd,Heroin,0,0
2016,51025,Brunswick,All Drugs,*,*
2017,51580,Covington,All Drugs,7,126.56
2017,51115,Mathews,Methadone,0,0
2017,51139,Page,All Drugs,*,*
2017,51191,Washington,N SS S Opioids,6,11.03
2017,51121,Montgomery,Rx N SS Methadone,5,5.07
2017,51093,Isle of Wight,All Drugs,6,16.41
2016,51081,Greensville,Rx N SS Methadone,0,0
2018,51021,Bland,Any Opioids,0,0
2017,51750,Radford,Methadone,0,0
2015,51137,Orange,Heroin,*,*
2018,51009,Amherst,Any Opioids,0,0
2017,51107,Loudoun,Any Opioids,25,6.28
2015,51005,Alleghany,S Opioids No Methadone,*,*
2016,51121,Montgomery,All Drugs,12,12.17
2015,51550,Chesapeake,N SS Opioids,10,4.25
2018,51510,Alexandria,Methadone,0,0
2015,51083,Halifax,All Drugs,*,*
2016,51057,Essex,N SS Opioids,0,0
2017,51173,Smyth,Heroin,*,*
2018,51153,Prince William,Rx N SS Methadone,15,3.21
2018,51750,Radford,N SS S Opioids,0,0
2016,51001,Accomack,S Opioids No Methadone,*,*
2015,51195,Wise,Methadone,0,0
2017,51670,Hopewell,All Drugs,11,48.63
2016,51700,Newport News,Methadone,*,*
2017,51735,Poquoson,Methadone,0,0
2015,51600,Fairfax City,S Opioids No Methadone,0,0
2017,51061,Fauquier,N SS Opioids,7,10.08
2018,51775,Salem,N SS Opioids,*,*
2018,51730,Petersburg,Methadone,0,0
2016,51107,Loudoun,Heroin,13,3.37
2018,51013,Arlington,All Drugs,12,5.05
2017,51191,Washington,Any Opioids,7,12.87
2017,51790,Staunton,N SS S Opioids,*,*
2017,51175,Southampton,N SS Opioids,0,0
2015,51790,Staunton,Methadone,*,*
2015,51036,Charles City,N SS S Opioids,0,0
2016,51179,Stafford,N SS Opioids,7,4.84
2015,51101,King William,Heroin,*,*
2015,51830,Williamsburg,N SS Opioids,0,0
2018,51113,Madison,N SS Opioids,0,0
2018,51155,Pulaski,Heroin,0,0
2015,51077,Grayson,S Opioids No Methadone,0,0
2015,51099,King George,All Drugs,5,19.60
2016,51193,Westmoreland,Any Opioids,6,34.11
2017,51177,Spotsylvania,Rx N SS Methadone,7,5.26
2017,51678,Lexington,Rx N SS Methadone,0,0
2015,51113,Madison,Any Opioids,*,*
2016,51079,Greene,N SS S Opioids,0,0
2016,51117,Mecklenburg,Any Opioids,*,*
2017,51015,Augusta,Any Opioids,11,14.64
2016,51023,Botetourt,Heroin,0,0
2018,51059,Fairfax,S Opioids No Methadone,55,4.78
2018,51760,Richmond City,S Opioids No Methadone,50,21.85
2018,51145,Powhatan,N SS Opioids,*,*
2016,51071,Giles,Any Opioids,*,*
2017,51167,Russell,Any Opioids,*,*
2015,51065,Fluvanna,Heroin,0,0
2015,51800,Suffolk,Rx N SS Methadone,*,*
2018,51620,Franklin City,Methadone,0,0
2018,51580,Covington,Rx N SS Methadone,0,0
2016,51660,Harrisonburg,Methadone,0,0
2017,51133,Northumberland,N SS S Opioids,*,*
2017,51045,Craig,All Drugs,0,0
2016,51133,Northumberland,S Opioids No Methadone,0,0
2018,51041,Chesterfield,N SS Opioids,8,2.29
2016,51820,Waynesboro,Any Opioids,*,*
2016,51710,Norfolk,Rx N SS Methadone,12,4.90
2018,51195,Wise,All Drugs,10,26.31
2015,51660,Harrisonburg,N SS Opioids,*,*
2017,51740,Portsmouth,Methadone,0,0
2018,51083,Halifax,Methadone,0,0
2017,51125,Nelson,Heroin,*,*
2017,51095,James City,Heroin,*,*
2018,51193,Westmoreland,N SS Opioids,0,0
2018,51117,Mecklenburg,N SS Opioids,*,*
2018,51510,Alexandria,S Opioids No Methadone,6,3.74
2015,51097,King and Queen,Any Opioids,0,0
2015,51049,Cumberland,Any Opioids,*,*
2018,51141,Patrick,Methadone,0,0
2016,51069,Frederick,All Drugs,20,23.69
2017,51047,Culpeper,S Opioids No Methadone,16,31.20
2015,51683,Manassas City,S Opioids No Methadone,*,*
2017,51840,Winchester,N SS S Opioids,5,17.89
2016,51840,Winchester,S Opioids No Methadone,8,29.07
2017,51143,Pittsylvania,Heroin,*,*
2018,51007,Amelia,Heroin,0,0
2015,51167,Russell,Methadone,*,*
2016,51147,Prince Edward,Any Opioids,*,*
2016,51800,Suffolk,S Opioids No Methadone,*,*
2015,51153,Prince William,Heroin,10,2.21
2018,51135,Nottoway,Any Opioids,*,*
2017,51035,Carroll,Rx N SS Methadone,*,*
2016,51047,Culpeper,Heroin,6,11.98
2018,51165,Rockingham,Rx N SS Methadone,0,0
2015,51131,Northampton,S Opioids No Methadone,0,0
2017,51179,Stafford,N SS S Opioids,13,8.86
2017,51117,Mecklenburg,S Opioids No Methadone,*,*
2018,51670,Hopewell,S Opioids No Methadone,8,35.40
2016,51193,Westmoreland,N SS S Opioids,6,34.11
2017,51193,Westmoreland,S Opioids No Methadone,5,28.12
2016,51117,Mecklenburg,N SS S Opioids,*,*
2016,51033,Caroline,All Drugs,9,29.82
2015,51710,Norfolk,Any Opioids,38,15.42
2015,51840,Winchester,All Drugs,5,18.32
2015,51710,Norfolk,S Opioids No Methadone,21,8.52
2018,51670,Hopewell,Any Opioids,11,48.68
2017,51678,Lexington,Methadone,0,0
2016,51035,Carroll,Methadone,0,0
2016,51683,Manassas City,All Drugs,6,14.46
2017,51177,Spotsylvania,Methadone,*,*
2018,51105,Lee,Methadone,0,0
2016,51610,Falls Church,Heroin,*,*
2015,51570,Colonial Heights,S Opioids No Methadone,0,0
2018,51085,Hanover,Any Opioids,18,16.78
2015,51069,Frederick,Heroin,8,9.61
2018,51109,Louisa,N SS Opioids,0,0
2018,51520,Bristol,N SS Opioids,*,*
2018,51185,Tazewell,Any Opioids,*,*
2015,51061,Fauquier,Rx N SS Methadone,*,*
2016,51159,Richmond County,Rx N SS Methadone,0,0
2018,51680,Lynchburg,S Opioids No Methadone,*,*
2018,51087,Henrico,Rx N SS Methadone,12,3.64
2018,51183,Sussex,Rx N SS Methadone,0,0
2017,51047,Culpeper,Any Opioids,21,40.95
2015,51125,Nelson,Rx N SS Methadone,0,0
2018,51580,Covington,S Opioids No Methadone,0,0
2018,51025,Brunswick,N SS S Opioids,*,*
2018,51760,Richmond City,Rx N SS Methadone,6,2.62
2018,51187,Warren,Heroin,6,15.00
2018,51079,Greene,Methadone,0,0
2017,51710,Norfolk,Methadone,*,*
2017,51043,Clarke,N SS S Opioids,*,*
2015,51069,Frederick,Rx N SS Methadone,8,9.61
2016,51159,Richmond County,Heroin,0,0
2017,51031,Campbell,Heroin,0,0
2017,51027,Buchanan,Any Opioids,*,*
2018,51057,Essex,Methadone,0,0
2015,51019,Bedford,Rx N SS Methadone,*,*
2016,51111,Lunenburg,All Drugs,0,0
2016,51199,York,Heroin,*,*
2018,51650,Hampton,S Opioids No Methadone,12,8.93
2016,51045,Craig,Rx N SS Methadone,0,0
2015,51073,Gloucester,N SS Opioids,0,0
2015,51590,Danville,N SS S Opioids,*,*
2015,51540,Charlottesville,Any Opioids,*,*
2018,51031,Campbell,Heroin,*,*
2016,51011,Appomattox,All Drugs,*,*
2018,51027,Buchanan,Any Opioids,8,37.70
2017,51057,Essex,Methadone,0,0
2017,51650,Hampton,S Opioids No Methadone,9,6.68
2018,51077,Grayson,N SS Opioids,0,0
2015,51113,Madison,S Opioids No Methadone,*,*
2017,51015,Augusta,S Opioids No Methadone,6,7.98
2015,51171,Shenandoah,Heroin,*,*
2016,51630,Fredericksburg,Heroin,*,*
2015,51161,Roanoke County,S Opioids No Methadone,*,*
2018,51043,Clarke,Rx N SS Methadone,*,*
2016,51083,Halifax,N SS S Opioids,*,*
2018,51165,Rockingham,Methadone,0,0
2017,51061,Fauquier,Heroin,6,8.64
2018,51143,Pittsylvania,N SS Opioids,*,*
2016,51540,Charlottesville,N SS S Opioids,*,*
2018,51775,Salem,Heroin,*,*
2015,51590,Danville,Any Opioids,*,*
2015,51159,Richmond County,All Drugs,*,*
2017,51540,Charlottesville,S Opioids No Methadone,*,*
2016,51107,Loudoun,N SS Opioids,8,2.06
2017,51027,Buchanan,N SS S Opioids,*,*
2017,51187,Warren,N SS S Opioids,11,27.80
